ID,Query,Category,Difficulty,CSV_Answer,RAG_Answer,BLEU_Score,ROUGE_L_Score,Max_Score
q166,What is 'paracetamol'?,treatment,easy,"Paracetamol is the common international name for the medication known as 'acetaminophen' in the United States. It is a common over-the-counter drug (e.g., Tylenol) used to relieve pain and reduce fever.","Paracetamol, also known as acetaminophen, is a medication used to relieve mild to moderate pain and reduce fever.",0.7058823529411765,0.4489795918367347,0.7058823529411765
q167,What is 'acromegaly'?,disease,high,"Acromegaly is a rare hormonal disorder that develops when your pituitary gland produces too much growth hormone (GH) during adulthood. This causes bones in the hands, feet, and face to increase in size. If it occurs in childhood, it's called gigantism.","Acromegaly is a disorder caused by the abnormal release of a specific chemical from the pituitary gland in the brain, leading to increased growth in bone and soft tissue, along with various bodily disturbances. It is a relatively rare condition, affecting about 50 out of every one million people and is often diagnosed in middle-aged individuals due to its gradual symptom onset.",0.2549019607843137,0.23300970873786406,0.2549019607843137
q168,What is 'Addison's disease'?,disease,high,"Addison's disease is a rare autoimmune disorder where the adrenal glands (located on top of the kidneys) do not produce enough of two crucial hormones: cortisol and aldosterone. Symptoms include fatigue, muscle weakness, weight loss, and darkening of the skin.","Addison's disease is a disorder caused by the failure of the adrenal cortex, leading to decreased production of hormones like cortisol and aldosterone. It is characterized by symptoms such as bronze-like skin pigmentation, anemia, weakness, and low blood pressure. This condition, affecting about four in every 100,000 people, disrupts various body functions.",0.2765957446808511,0.32608695652173914,0.32608695652173914
q169,What is 'Cushing's syndrome'?,disease,high,"Cushing's syndrome is a hormonal disorder caused by prolonged exposure to high levels of the hormone cortisol. It can be caused by long-term use of steroid drugs or by a tumor. Signs include a fatty hump between the shoulders, a rounded face, and stretch marks.","Cushing's syndrome is a relatively rare endocrine disorder resulting from excessive exposure to the hormone cortisol. It leads to various symptoms and physical abnormalities and is most commonly caused by taking medications containing cortisol over a long period. Rarely, it can also arise from issues such as pituitary tumors, ectopic ACTH production, or adrenal gland tumors.",0.32,0.27722772277227725,0.32
q170,What is 'multiple sclerosis' (MS)?,disease,high,"Multiple sclerosis (MS) is a chronic, unpredictable autoimmune disease of the central nervous system (brain and spinal cord). The immune system attacks the protective sheath (myelin) that covers nerve fibers, causing communication problems between your brain and the rest of your body.","Multiple sclerosis (MS) is a chronic autoimmune disorder that affects movement, sensation, and bodily functions by destroying the myelin insulation covering nerve fibers in the central nervous system, including the brain and spinal cord.",0.45161290322580644,0.31578947368421056,0.45161290322580644
q171,What is 'myasthenia gravis'?,disease,high,Myasthenia gravis is a chronic autoimmune neuromuscular disorder characterized by weakness and rapid fatigue of any of the muscles under your voluntary control. It's caused by a breakdown in the normal communication between nerves and muscles.,"Myasthenia gravis (MG) is a condition affecting the neuromuscular junction, which interrupts communication between nerves and muscles, leading to muscle weakness. This weakness can impact activities such as eye movement, walking, speaking, swallowing, and breathing, often worsening with exertion and improving with rest. It is an autoimmune disease where the immune system attacks receptors on muscle cell surfaces.",0.23076923076923078,0.1914893617021277,0.23076923076923078
q172,What is 'Guillain-Barré syndrome'?,disease,high,"Guillain-Barré syndrome is a rare autoimmune disorder in which the body's immune system attacks its own peripheral nerves. Early symptoms include weakness and tingling in the extremities, which can quickly spread, eventually paralyzing the whole body. It is often triggered by an infection.","Guillain-Barré syndrome (GBS) is a condition characterized by progressive muscle weakness and paralysis, affecting the ability to use certain muscles or muscle groups.",0.36363636363636365,0.21212121212121213,0.36363636363636365
q173,What is 'psoriatic arthritis'?,disease,medium,"Psoriatic arthritis is a form of inflammatory arthritis that affects some people who have the skin condition psoriasis. It typically causes joint pain, stiffness, and swelling. Like psoriasis, it is an autoimmune condition.","Psoriatic arthritis is a form of arthritic joint disease that occurs in conjunction with psoriasis, a chronic skin condition characterized by scaling and nail changes. It involves symptoms affecting the joints, such as pain and destructive changes, along with dry, scaly patches of skin. It is considered an autoimmune disorder, where the immune system mistakenly attacks the body's own tissues.",0.3076923076923077,0.3225806451612903,0.3225806451612903
q174,What is 'rheumatoid arthritis' (RA)?,disease,medium,"Rheumatoid arthritis (RA) is a chronic autoimmune disorder that primarily attacks the lining of the joints (synovium). This causes painful swelling and inflammation that can eventually result in bone erosion and joint deformity. It typically affects joints symmetrically (e.g., both wrists).","Rheumatoid arthritis (RA) is a chronic autoimmune disease that causes inflammation and deformity of the joints and may also result in systemic problems like vasculitis, rheumatoid nodules, lung disease, blood disorders, and osteoporosis. It is a joint disease of unknown origins that can begin at an early age, leading to deformity and loss of joint function.",0.4318181818181818,0.32989690721649484,0.4318181818181818
q175,What is 'osteoarthritis' (OA)?,disease,medium,"Osteoarthritis (OA) is the most common form of arthritis. It is a degenerative 'wear-and-tear' disease that occurs when the protective cartilage that cushions the ends of your bones wears down over time. It most commonly affects joints in the hands, knees, hips, and spine.","Osteoarthritis (OA), also known as osteoarthrosis or degenerative joint disease, is a progressive disorder characterized by the gradual loss of cartilage in the joints, leading to the development of bony spurs and cysts. It commonly affects weight-bearing joints like the knees and hips and is a significant cause of disability due to joint movement limitations, particularly in people over 50.",0.2916666666666667,0.25,0.2916666666666667
q176,What is 'osteoporosis'?,disease,medium,"Osteoporosis is a bone disease that occurs when the body loses too much bone, makes too little bone, or both. As a result, bones become weak and brittle and may break from a fall or, in serious cases, from minor bumps. It is most common in post-menopausal women.","Osteoporosis is a condition characterized by porous bones, where bones lose an excessive amount of protein and mineral content, particularly calcium, leading to decreased bone mass and strength. This results in fragile bones that break easily, with breaks occurring even from minor actions or movements. It occurs most frequently in postmenopausal women.",0.32653061224489793,0.26,0.32653061224489793
